seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
134,1,1,1,80,2,1120,0,5,5,1,2,57,,NA,NA,NA,NA,1,M,1,7,0.1000000015,0,1516,2900,1516,2900,1016,100,0,38,1,0,18,2,2,0,19.39999962,25.79999924,1,360,NA,118,2,0,0,N,0,0,1,51,5.300000191,0,1,1,0,0,16,220.4212341,0,0
136,1,1,1,146,1,1120,0,5,8,1,4,200,8,NA,NA,NA,NA,1,M,2,5,5,1,16666,0,16666,0,1468,182,0,57,2,1,32,1,2,0,8.199999809,21.79999924,1,360,NA,182,2,0,0,N,0,0,1,189,10.60000038,0,1,1,1,0,18,224.2701874,0,0
137,1,1,1,99,1,1120,0,5,5,1,2,76,8,NA,NA,NA,NA,1,M,2,9,0.6000000238,0,3333,2000,3333,2000,1147,179,0,12,1,1,35,1,1,0,17,23,2,360,NA,179,2,0,0,N,1,0,1,189,3.099999905,0,1,0,1,1,12,999999.375,0,0
138,1,1,1,187,1,1120,0,5,5,1,2,85,8,NA,NA,NA,NA,1,M,2,11,11,0,5008,2083,5008,2083,2117,285,10,116,1,1,13,2,1,0,28.5,28.5,1,360,NA,287,2,0,0,N,0,0,2,169,3.200000048,0,0,1,1,0,20,258.5807495,0,0
139,1,1,1,76,3,1120,0,5,5,1,2,38,,8,8,NA,NA,1,M,2,4,4,0,3132,0,3132,0,930,80,0,10,1,0,10,2,2,1,26.5,26.5,2,360,NA,91,2,1,1,N,0,0,3,30.30699921,4.300000191,0,1,1,0,0,12,270.7653809,0,0
140,1,1,1,80,1,1120,0,5,8,1,4,47,8,NA,NA,NA,NA,1,U,0,6,5.5,0,3900,0,3900,0,917,102,0,63,2,1,22,4,1,0,24,36,2,360,NA,102,1,0,0,N,0,0,1,72,5.300000191,0,1,1,0,1,16,249.0143433,0,0
142,1,1,1,140,1,1120,0,5,5,1,2,58,8,NA,NA,NA,NA,1,M,1,10,10,0,4166,666,4995,666,1628,210,0,88,1,1,8,1,1,0,27,27.20000076,2,360,NA,210,2,0,0,N,0,0,2,265,2,0,1,1,0,1,16,219.7587433,0,0
144,1,1,1,141,1,1120,0,5,8,1,4,82,8,NA,NA,NA,NA,1,U,0,5,2.5,1,6822,0,6822,0,1608,176,0,61,2,1,19,1,2,0,22,36,1,360,NA,176,1,0,0,N,0,0,1,116,3.200000048,0,0,1,0,1,17,258.8249207,0,0
146,1,1,1,135,3,1120,1,3,8,1,4,56,,6,6,NA,NA,1,M,0,10,3,0,4700,0,4700,0,1456,150,0,8,1,0,1,2,4,0,31,31,2,360,NA,153,2,1,0,N,0,1,1,42,3.200000048,1,0,1,0,1,12,344.6141968,0,0
147,1,1,1,121,3,1120,0,5,5,1,2,52,,5,5,NA,NA,1,S,1,6,0.8000000119,0,3089,485,3089,1280,1361,127,0,12,2,0,12,2,2,0,28.89999962,35.90000153,2,360,NA,134,2,1,0,N,0,0,2,38,4.300000191,0,1,1,1,0,15,178.3366394,0,0
148,1,1,1,105,1,1120,0,5,5,1,2,45,8,NA,NA,NA,NA,1,M,0,39,10,0,3175,0,3735,0,1010,156,0,58,1,1,17,1,2,0,24.39999962,39.70000076,1,360,NA,159,2,0,0,N,0,0,2,182,3.200000048,0,0,1,1,0,14,216.4179077,0,0
149,1,1,1,115,1,1120,0,5,5,1,2,57,8,NA,NA,NA,NA,1,M,0,8,5,1,3900,840,3900,840,1407,150,0,6,2,1,39,1,2,0,26,34,2,360,NA,154,2,0,0,N,0,0,1,86,10.60000038,0,0,1,1,0,12,175.7134247,0,0
150,1,1,1,152,3,1120,0,3,7,1,2,92,,6,6,NA,NA,1,M,0,9,2,0,2923,3248,3572,4114,1639,190,0,62,2,0,14,2,2,0,21.29999924,21.89999962,2,360,NA,198,2,0,0,N,0,1,1,148.1999969,4.300000191,0,0,1,1,0,12,231.5753479,0,0
151,1,1,1,68,1,1120,0,5,8,2,4,26,8,NA,NA,NA,NA,1,U,0,5,1,0,2167,0,2167,0,796,80,0,27,1,1,2,2,1,0,32,32,1,360,NA,80,2,1,0,N,0,0,1,41,4.300000191,0,1,1,0,1,14,184.8615417,0,0
152,1,1,1,128,1,1120,0,5,5,1,2,71,8,NA,NA,NA,NA,1,M,2,19,19,0,3510,2144,3761,2144,1486,135,0,16,1,1,20,2,1,0,24,32,2,360,NA,135,2,1,0,N,0,0,1,47,4.300000191,0,0,1,1,0,12,216.4179077,0,0
153,1,1,1,50,1,1120,0,5,8,1,4,25,8,NA,NA,NA,NA,1,U,0,5,5,0,2100,0,2100,0,794,100,0,71,1,1,4,2,1,0,28,28,2,360,NA,115,2,0,0,N,0,0,2,0,2,0,1,1,0,1,12,249.0143433,0,0
154,1,1,1,127,3,1120,1,3,8,1,4,49,,5,5,NA,NA,1,M,2,8,8,0,2800,0,4400,0,1448,141,0,17,1,0,7,2,3,0,32,38.79999924,1,360,NA,143,2,1,0,N,0,0,1,49,2,0,0,1,0,1,14,335.4677124,0,0
155,1,1,1,72,1,1120,0,5,8,2,4,45,8,NA,NA,NA,NA,1,U,0,15,15,0,3713,0,3713,0,857,90,0,58,1,1,17,2,1,0,18,25,1,360,NA,92,1,0,0,N,0,0,2,84,3.200000048,0,0,1,1,1,16,215.1557312,0,0
156,1,1,1,92,1,1120,0,5,5,1,2,47,8,NA,NA,NA,NA,1,M,3,8,2,0,3120,758,3120,758,1086,102,0,16,1,1,19,1,1,0,25,34,2,360,NA,115,2,1,0,N,0,0,2,101,10.60000038,0,1,1,0,1,12,218.8941498,0,0
157,1,1,1,160,1,1120,0,5,5,1,2,79,8,NA,NA,NA,NA,1,S,2,18,3,0,3958,2632,3958,2632,1441,215,0,24,1,1,29,2,2,0,22,32,1,360,NA,219,2,0,0,N,0,0,2,124,3.200000048,0,0,1,1,1,20,179.4484253,0,0
158,1,1,1,118,3,1120,1,4,8,1,4,75,,3,3,NA,NA,1,U,0,24,4,0,6277,0,6277,0,1267,124,0,17,1,0,10,2,2,1,18.60000038,33,2,360,NA,127,2,1,0,N,0,0,2,4,10.60000038,1,0,1,1,1,16,344.6141968,0,0
159,1,1,1,183,1,1120,0,5,5,1,2,90,8,NA,NA,NA,NA,1,M,2,12,6,1,7500,0,7500,0,2019,229,0,48,2,1,20,2,1,0,25.60000038,31.20000076,1,360,NA,231,2,0,0,N,0,0,1,618,1.799999952,0,0,1,0,0,15,230.0273895,0,0
160,1,1,1,47,1,1120,1,5,8,1,4,24,8,NA,NA,NA,NA,1,U,0,0.8999999762,0.8999999762,0,1993,0,1993,0,611,79,0,12,1,1,5,2,1,0,31,33,2,360,NA,81,1,1,0,N,0,0,1,37.11899948,4.300000191,0,0,1,0,0,16,271.4428406,0,0
161,1,1,1,105,1,1120,0,5,5,1,2,43,8,NA,NA,NA,NA,1,M,2,15,10,0,3346,0,3346,253,1232,152,0,15,1,1,19,2,2,0,31,32,2,360,NA,165,2,0,0,N,0,0,1,46.83499908,3.200000048,0,1,1,0,1,12,276.1918335,0,0
163,1,1,1,149,2,1120,0,5,5,1,2,60,,NA,NA,NA,NA,1,M,0,4,4,0,3948,1733,3948,1733,1644,165,0,6.5,1,0,26,1,2,0,30,38,2,360,NA,170,2,1,0,N,0,0,1,123.5,10.60000038,0,1,0,0,0,16,273.3417358,0,0
164,1,1,1,106,1,1120,0,5,5,1,2,61,8,NA,NA,NA,NA,1,M,0,2,2,0,3044,2038,3044,2038,1222,133,0,35,3,1,21,2,1,0,20,32,1,360,NA,133,2,0,0,Y,0,0,1,45,2,0,0,1,0,0,16,175.7134247,0,0
166,1,1,1,83,1,1120,0,5,5,1,2,43,8,NA,NA,NA,NA,1,M,0,5,5,0,1695,1738,1860,1738,1024,87,0,17,1,1,14,2,1,0,22,23,2,360,NA,90,2,1,0,N,0,0,1,49,4.300000191,0,0,1,0,0,12,216.4179077,0,0
167,1,1,1,148,1,1120,0,5,5,1,2,60,8,NA,NA,NA,NA,1,M,1,8,2.5,0,2083,2917,2083,2917,1431,185,0,41,2,1,44,2,2,0,27,27,1,360,NA,197,2,0,0,N,0,0,2,153.5449982,4.300000191,0,0,1,1,0,13,243.7213593,0,0
168,1,1,1,100,1,1120,0,5,8,2,4,35,8,NA,NA,NA,NA,1,U,1,9,3.5,0,2667,0,2917,0,1415,150,0,9,2,1,16,1,5,0,31.39999962,31.39999962,2,360,NA,150,2,0,0,N,0,0,2,178,1.799999952,0,1,1,1,0,15,270.7653809,0,0
169,1,1,1,115,1,1120,0,5,5,1,2,57,8,NA,NA,NA,NA,1,U,0,1.5,1.5,0,2103,2297,2303,2462,1443,134,0,22,1,1,23,2,3,0,23,35,1,360,NA,135,2,1,0,N,0,0,1,30,3.900000095,0,0,1,0,1,14,199.9185638,0,0
172,1,1,1,84,1,1120,0,5,8,2,4,34,8,NA,NA,NA,NA,1,U,0,9,4,1,2813,0,2813,0,970,105,0,56,1,1,17,2,2,0,27,32,1,360,NA,113,2,0,0,N,0,0,2,74,3.200000048,0,0,1,0,1,19,215.1557312,0,0
173,1,1,1,148,1,1120,0,5,5,1,2,164,8,NA,NA,NA,NA,1,M,2,15,15,0,4583,833,4583,833,1493,185,0,13,2,1,14,1,1,0,10.19999981,35.79999924,1,360,NA,185,2,0,0,N,0,0,2,142,3.900000095,0,0,1,1,0,12,230.2820435,0,0
174,1,1,1,119,3,1120,0,5,5,1,2,40,,1,1,NA,NA,1,U,0,0,0.1000000015,0,1596,1760,1596,1760,1142,125,0,12,3,0,18,2,1,0,33,35,2,360,NA,128,2,1,1,Y,0,1,2,23,3.900000095,0,0,0,0,1,16.5,228.3876495,0,0
175,1,1,1,131,1,1120,1,5,5,2,1,64,8,NA,NA,NA,NA,1,M,0,6,1.700000048,0,2700,2492,2860,2492,1381,142,0,19,1,1,15,2,3,0,24,34,2,360,NA,142,2,1,0,N,0,0,2,14,3.099999905,0,0,1,0,0,17,322.249054,0,0
176,1,1,1,112,1,1120,0,5,8,1,4,60,8,NA,NA,NA,NA,1,U,0,10,2.5,1,5000,0,5000,0,1205,140,0,49,1,1,21,2,2,0,22,31,1,360,NA,140,2,0,0,N,0,0,1,256,10.60000038,0,0,1,0,1,14,213.3503265,0,0
177,1,1,1,109,1,1120,0,5,5,1,2,63,8,NA,NA,NA,NA,1,M,3,12,6,0,4333,0,5250,0,1225,155,0,7,1,1,32,3,3,0,21,29,2,360,NA,155,2,0,0,N,0,0,2,89,3.099999905,0,0,1,0,1,12,215.1557312,0,0
178,1,1,1,75,3,1120,0,5,5,1,2,20,,5,5,NA,NA,1,M,0,30,0.200000003,0,2500,0,2500,721,1068,135,0,76,2,0,30,2,1,0,39,61,2,180,NA,135,2,0,0,N,0,1,1,93,10.60000038,0,1,1,1,0,12,219.8178864,0,0
179,1,1,1,96,1,1120,0,5,5,1,2,53,8,NA,NA,NA,NA,1,M,1,12,0.8999999762,0,2188,2141,2188,2266,1117,156,0,6,1,1,16,1,1,0,22.60000038,26.29999924,2,360,NA,153.5,2,0,0,N,0,0,2,101,3.200000048,0,0,1,0,1,16,251.1477203,0,0
180,1,1,1,90,1,1120,0,5,5,1,2,34,8,NA,NA,NA,NA,1,U,0,12,5,0,2083,716,2083,716,914,130,0,68,2,1,12,2,2,0,25.79999924,26.20000076,2,360,NA,131,2,0,0,N,0,0,3,77.55500031,4.300000191,0,1,1,0,0,16,266.114502,0,0
181,1,1,1,126,1,1120,0,5,5,1,2,55,8,NA,NA,NA,NA,1,M,1,6,0.400000006,0,3076,1500,3076,1500,1449,140,0,19,1,1,24,2,1,0,28.89999962,36,1,360,NA,160,2,1,0,N,0,0,2,21,3.200000048,0,0,1,0,1,16,179.4484253,0,0
182,1,1,1,199,3,1120,0,5,8,1,4,999999.375,,7,7,NA,NA,1,U,0,24,12,1,8703,0,8703,0,2700,250,0,51,2,0,22,1,2,0,31,46,1,360,NA,180,2,0,0,N,0,1,1,248,4.300000191,0,0,1,1,0,12,206.956543,0,0
184,1,1,1,130,1,1120,0,5,5,1,2,75,8,NA,NA,NA,NA,1,M,2,10,10,0,2750,3500,3550,3500,1465,180,0,3,1,1,6,2,1,0,21.79999924,30.5,2,360,NA,195,2,0,0,N,0,0,4,191,3.200000048,0,1,1,1,1,23,224.7071381,0,0
185,1,1,1,76,1,1120,0,5,5,1,2,35,8,NA,NA,NA,NA,1,U,1,5,3,0,2540,0,2896,0,892,146,0,1,2,1,8,2,2,0,28,38.40000153,2,360,NA,150,2,0,0,N,0,0,2,16,3.900000095,0,1,1,0,0,17,192.1499786,0,0
186,1,1,1,160,1,1120,0,5,5,1,2,95,8,NA,NA,NA,NA,1,M,0,7,3,1,6041,1875,6041,1875,1803,200,0,56,2,1,30,2,1,0,21.5,26.39999962,2,360,NA,203,2,0,0,Y,0,0,1,192,10.60000038,0,0,1,0,0,12,221.853775,0,0
187,1,1,1,65,1,1120,0,5,5,1,2,29,8,NA,NA,NA,NA,1,M,0,2,2,0,1000,1400,1000,1400,838,219.5,0,164,1,1,6,1,1,0,30.89999962,33,2,360,NA,215,2,0,0,N,0,0,1,199,3.200000048,0,1,1,0,1,16,316.6005859,0,0
189,1,1,1,133,3,1120,0,3,8,2,4,55,,9,9,NA,NA,1,U,0,13,10,1,4583,0,4583,0,1436,148,0,24.5,1,0,10,2,3,0,31,47,2,360,NA,149,2,0,0,N,0,1,1,108,3.200000048,0,0,1,0,1,13,212.2271576,0,0
190,1,1,1,133,1,1120,0,5,5,1,2,86,5,NA,NA,NA,NA,1,M,0,8,8,0,3300,3917,3300,3917,1327,179,0,40,1,1,1,2,1,0,18,19,2,360,NA,180,2,0,0,N,0,0,999999.375,49,1.799999952,0,0,1,0,0,16,238.9585419,0,0
192,1,1,1,153,1,1120,0,5,5,1,2,65,5,NA,NA,NA,NA,1,U,0,12,12,0,2582,2186,3130,2293,1642,171,0,73,1,1,0,2,4,0,30,30,2,360,NA,171,2,1,0,N,0,0,999999.375,85,4.300000191,0,1,1,0,0,15,213.4623871,0,0
193,1,1,1,130,1,1120,0,5,5,1,2,60,5,NA,NA,NA,NA,1,M,1,9,3,0,3891,1133,3891,1133,1331,176,0,11,1,1,7,1,1,0,26,36,2,360,NA,176,2,0,0,N,0,0,999999.375,150,3.900000095,0,1,1,0,0,13,203.6793976,0,0
194,1,1,1,204,1,1120,0,5,8,2,4,77,5,NA,NA,NA,NA,2,U,0,4,3,0,6431,0,7376,0,2426,260,0,19,1,1,7,1,3,0,33,36,2,180,NA,260,3,0,0,Y,0,0,999999.375,78,3.900000095,0,0,1,0,0,16,160.384964,0,1
197,1,1,1,140,1,1120,0,5,8,2,4,63,5,NA,NA,NA,NA,1,U,0,19,19,0,5233,0,5233,0,1407,200,0,123,1,1,5,2,1,0,26,33,2,360,NA,200,2,0,0,N,0,0,999999.375,-85,3.900000095,0,1,1,1,0,16,221.9833984,0,0
198,1,1,1,84,1,1120,0,5,8,1,4,44,5,NA,NA,NA,NA,1,U,0,39,39,0,4167,0,4167,0,975,114,0,85,1,1,5,2,1,0,23,23,2,360,NA,114,1,0,0,N,0,0,999999.375,118,3.099999905,0,0,1,1,0,12,215.4068451,0,0
199,1,1,1,135,1,1120,1,4,5,2,1,65,5,NA,NA,NA,NA,1,U,0,11,2,0,3762,1666,3762,1666,1334,150,0,65,1,1,10,2,1,0,25,29,2,360,NA,150,2,1,0,N,0,0,999999.375,188,3.200000048,0,1,1,0,1,16,313.143219,0,0
202,1,1,1,256,1,1120,0,5,5,1,2,90,8,NA,NA,NA,NA,1,M,1,10,1,0,3333,4200,3333,4200,2552,320,0,93,4,1,35,1,3,0,34,41,2,360,NA,320,2,0,0,N,0,0,2,136,3.200000048,0,0,1,1,0,19,195.5578003,0,0
209,1,1,1,154,1,1120,0,5,1,2,1,65,1,NA,NA,NA,NA,1,M,0,5,5,0,3167,2283,3167,2283,1608,162,0,20,3,1,13,2,2,0,30,36,2,360,NA,162,2,1,0,N,0,0,1,32,1.799999952,0,0,1,0,0,16,237.8000031,0,0
210,1,1,1,257,3,1120,0,5,8,1,4,101,,9,9,NA,NA,1,M,0,6,0.5,0,7083,0,8449,0,2794,368,0,210,3,1,14,2,1,0,33,41,2,360,NA,370,2,0,0,N,0,0,1,281,1.799999952,0,0,1,0,1,18,244.436676,0,0
211,1,1,1,225,1,1120,0,5,5,1,2,90,8,NA,NA,NA,NA,1,M,2,15,1,0,7500,0,7500,0,2496,330,0,68,3,1,14,2,1,0,33,33,2,360,NA,330,2,0,0,N,0,0,1,421,5.300000191,0,1,1,1,0,17,212.4822845,0,0
213,1,1,1,300,3,1120,0,5,8,2,4,150,,3,3,NA,NA,1,U,0,6,6,0,12500,0,12500,0,3660,505,0,1297,3,0,13,2,6,1,29,29,2,360,NA,525,1,0,0,N,0,0,1,1595,1.799999952,0,0,1,1,0,16,296.0090332,0,0
214,1,1,1,262,1,1120,0,5,5,1,2,148,9,NA,NA,NA,NA,1,M,0,13,5,0,8000,0,10083,0,2783,328,0,147,3,1,24,1,1,0,28,41,2,360,NA,333,2,0,0,N,0,0,1,416,3.099999905,0,0,1,1,0,17,218.095932,0,0
217,1,1,1,211,1,1120,0,5,5,1,2,104,8,NA,NA,NA,NA,1,M,0,5,3,0,5923,2054,5923,2054,2271,234,0,40,3,1,8,2,1,0,28,33,2,360,NA,235,2,1,0,N,0,0,2,95,3.599999905,0,0,1,0,0,16,218.095932,0,0
221,1,1,1,345,1,1120,1,5,5,2,1,275,8,NA,NA,NA,NA,1,M,1,11,5,0,10833,10342,12579,10342,4279,388,0,83,1,1,33,1,1,0,19,23,2,180,NA,388,2,1,0,N,0,0,2,600,3.200000048,0,0,1,1,1,20,300.4559937,0,0
222,1,1,1,570,3,1120,1,5,5,1,2,300,,4,4,NA,NA,1,M,0,12,9,0,12500,4666,19730,5266,5820,765,0,669,1,1,28,1,6,1,23,23,2,360,NA,804,3,0,0,N,0,0,1,1948,1.799999952,0,0,1,1,1,18,202.5212097,0,1
226,1,1,1,484,1,1120,0,5,5,1,2,180,0,NA,NA,NA,NA,1,M,3,21,1,1,15000,0,15000,0,5133,605,0,349,3,1,45,1,1,0,34,39,2,360,NA,675,2,0,0,N,0,0,2,593,3.200000048,0,1,1,1,1,22,263.9198608,0,0
228,1,1,1,313,1,1120,0,5,5,1,2,252,0,NA,NA,NA,NA,1,M,2,17,10,1,21022,0,21022,0,3312,391,0,110,3,1,20,1,5,0,15,39,2,360,NA,392,2,0,0,N,0,0,2,569,3.200000048,0,0,1,1,0,20,233.3703156,0,0
229,1,1,1,232,1,1120,0,5,5,1,2,125,0,NA,NA,NA,NA,1,M,3,6,1,0,10417,0,10417,0,2452,290,0,71,2,1,16,1,1,0,24,27,2,360,NA,290,2,0,0,N,0,0,1,120,3.200000048,0,0,1,1,0,25,221.4040222,0,0
230,1,1,1,84,1,1120,0,5,8,1,4,85,0,NA,NA,NA,NA,1,U,0,5,5,1,7075,0,7085,0,1007,105,0,32,0,1,4,1,1,0,14.19999981,38.40000153,1,360,NA,105,1,0,0,N,0,0,999999.375,148,4.300000191,0,0,1,0,1,17,171.5925293,0,0
231,1,1,1,78,1,1120,0,3,8,1,4,39,0,NA,NA,NA,NA,1,U,0,7.5,7.5,0,3276,0,3276,0,906,115,0,31,0,1,5,2,6,0,27.70000076,38.20000076,1,360,NA,97,1,0,0,N,0,0,999999.375,104,3.900000095,0,0,1,0,0,12,195.0260773,0,0
232,1,1,1,143,1,1120,0,5,5,1,2,72,1,NA,NA,NA,NA,1,M,0,7,2,0,4066,1000,4970,1000,1557,246,0,36,0,1,6,2,1,0,26.10000038,37,2,360,NA,246,2,0,0,Y,0,0,999999.375,93,3.200000048,0,0,1,0,0,20,227.5285339,0,0
234,1,1,1,147,1,1120,0,5,8,1,4,64,0,NA,NA,NA,NA,1,U,0,2,1,0,354,0,5314,0,1715,184,0,405,0,1,1,2,4,0,32.29999924,32.5,1,360,NA,188,1,0,0,N,0,0,999999.375,210,3.200000048,0,1,1,0,1,16,288.6642456,0,0
235,1,1,1,639,2,1120,0,5,5,1,2,135,,NA,NA,NA,NA,1,U,0,5.5,2.5,0,5833,3664,7129,3789,4025,980,0,61,0,1,2,1,1,0,35.79999924,39.79999924,1,360,HARVARD UN,994,2,0,0,Y,0,0,999999.375,115,3.200000048,0,0,1,0,0,21,296.0090332,0,0
236,1,1,1,120,1,1120,0,5,5,1,2,61,0,NA,NA,NA,NA,1,U,0,4,1.25,0,2750,2083,2980,2083,1551,150,15,36,0,1,13,2,2,0,30.60000038,39.5,1,360,NA,150,1,0,0,N,0,0,999999.375,33,3.200000048,0,0,1,0,0,16,239.3994751,0,0
238,1,1,1,176,1,1120,0,5,8,1,4,71,1,NA,NA,NA,NA,1,U,0,18,4.5,0,5941,0,5941,0,1999,235,0,92,0,1,8,2,1,0,33.70000076,40.70000076,2,360,NA,235,1,0,0,N,0,0,999999.375,95,3.200000048,0,0,0,1,1,20,272.0224609,0,0
239,1,1,1,67,1,1120,0,5,8,2,4,55,0,NA,NA,NA,NA,1,U,0,17,17,0,4615,0,4615,0,920,67,8,17,0,1,6,2,1,0,19.89999962,30.10000038,1,240,NA,86,1,0,0,N,0,0,999999.375,41,1.799999952,0,0,1,1,1,16,294.1214905,0,0
242,1,1,1,405,1,1120,0,5,8,1,4,168,0,NA,NA,NA,NA,1,U,0,3,0.08299999684,0,6625,0,12876,0,4096,405,0,63,0,1,4,2,1,0,31.79999924,36.5,1,360,NA,450,2,0,0,N,0,0,999999.375,621,3.200000048,0,0,1,0,1,21,294.1214905,0,0
244,1,1,1,142,1,1120,0,5,8,2,4,61,1,NA,NA,NA,NA,1,U,0,1,1,0,7254,0,7254,0,1868,178,18,23,0,1,6,2,1,0,25.70000076,26.60000038,2,180,NA,178,1,0,0,N,0,0,999999.375,39,3.200000048,0,0,1,0,0,24,317.9381409,0,0
246,1,1,1,180,1,1120,0,5,5,1,2,84,1,NA,NA,NA,NA,2,U,0,7,4,0,2835,3644,3335,3644,1813,225,0,54,0,1,20,2,1,0,25.89999962,31.89999962,2,360,NA,225,3,0,0,N,0,0,999999.375,50,1.799999952,0,0,1,0,0,16,237.8000031,0,1
251,1,1,1,255,1,1120,0,5,5,1,2,120,0,NA,NA,NA,NA,1,M,0,9,3,0,4583,5625,4583,5625,2472,283,0,64,0,1,6,2,1,0,24.20000076,26.79999924,1,360,NA,285,1,1,0,N,0,0,999999.375,70,3.200000048,0,0,0,1,0,21,324.5282898,0,0
253,1,1,1,131,1,1120,0,5,5,1,2,64,0,NA,NA,NA,NA,1,M,0,7.5,7.5,0,1759,3541,1759,3541,1199,164,0,38,0,1,13,2,1,0,22.60000038,26.89999962,1,360,NA,164,1,0,0,Y,0,0,999999.375,77,3.900000095,0,0,0,1,1,16,272.0224609,0,0
255,1,1,1,95,1,1120,1,3,8,1,4,31,1,NA,NA,NA,NA,1,U,0,3.900000095,2,0,1951,0,2624,0,826,100,0,7,0,1,16,2,6,0,31.5,40.90000153,2,360,GE/FNMA MC,107,2,1,0,N,0,0,999999.375,11,3.200000048,1,1,1,0,1,16,322.9088135,0,0
256,1,1,1,125,1,1120,0,5,5,1,2,63,0,NA,NA,NA,NA,1,M,0,6,0.3300000131,0,3792,1440,3792,1440,1466,215,0,35,0,1,2,2,6,0,28,30.79999924,1,360,NA,215,2,0,0,Y,0,0,999999.375,83,3.200000048,0,1,1,1,0,20,208.3880463,0,0
262,1,1,1,90,1,1120,0,5,8,2,4,45,1,NA,NA,NA,NA,1,U,0,10,7.5,0,3750,0,3750,0,1167,123,0,16,0,1,6,2,5,0,31.10000038,31.10000038,2,180,NA,135,1,0,0,Y,0,0,999999.375,26,3.200000048,0,0,0,1,0,19,324.5282898,0,0
264,1,1,1,160,1,1120,0,5,5,1,1,81,1,NA,NA,NA,NA,4,U,0,5,5,1,0,7087,0,7087,1836,200,0,21,0,1,6,1,5,0,27.10000038,27.70000076,2,360,NA,213,3,0,0,N,0,0,999999.375,-376,3.900000095,0,0,0,0,1,13,209.8516998,0,1
265,1,1,1,88,1,1120,0,3,3,1,2,40,0,NA,NA,NA,NA,1,M,1,9,3,0,1928,1417,1928,1417,998.4299927,98,0,23.61100006,1,1,15,2,1,0,30,36,1,360,FSG,102,1,0,0,N,0,0,1,42.13800049,1.799999952,0,0,1,0,0,16,257.585083,0,0
266,1,1,1,117,1,1120,1,4,4,1,2,41,0,NA,NA,NA,NA,1,M,0,10,2,0,1833,1577,1833,1577,1060,129.8999939,0,9.312999725,1,1,7,2,3,0,31,38,1,360,FSG,135,1,0,0,Y,0,0,1,4.127999783,3.200000048,1,0,0,0,1,15,351.0784607,0,0
267,1,1,1,70,1,1120,1,4,4,1,2,42,0,NA,NA,NA,NA,1,U,0,2.099999905,2.099999905,0,1621,1300,1621,1863,698,78,0,4.274000168,1,1,0,2,4,0,21,21,1,360,FSG,120,1,0,0,N,0,0,1,21.27400017,3.099999905,1,1,0,0,1,9,470.6549988,0,0
268,1,1,1,122,1,1120,0,5,5,1,2,999999.375,0,NA,NA,NA,NA,1,M,0,2.5,1.5,0,1100,2503,1100,2503,1154,147,0,45.00600052,1,1,12,2,2,0,31,39,1,360,FSG,150,2,0,0,Y,0,0,1,60.14500046,3.200000048,0,0,1,0,0,19,205.6270447,0,0
269,1,1,1,135,1,1120,1,3,3,2,2,44,0,NA,NA,NA,NA,2,S,0,4,4,0,1924,1387,2640,1387,1370,142,0,16,2,1,2,2,1,0,34,37,1,360,FS,148,3,1,1,N,0,1,3,31.20000076,3.200000048,1,1,0,0,1,13,441.1082764,0,1
270,1,1,1,153,1,1120,0,4,4,1,2,79,8,NA,NA,NA,NA,1,M,0,8.5,4.5,0,3922,2495,3922,2495,1546,228,0,227.7550049,2,1,14,2,1,0,24,25,2,360,NA,231,1,0,0,Y,0,0,1,259.0339966,3.099999905,0,1,1,0,0,21,237.0037689,0,0
271,1,1,1,166,3,1120,1,3,3,2,1,51,,416,1,3,NA,2,U,0,0.5,0.6999999881,0,1587,1534,1821,1883,1441,175,0,14.55200005,2,0,0,2,4,0,29,29,1,360,NA,175,3,1,1,Y,0,0,2,33.45199966,3.099999905,1,1,0,0,1,16,323.5996704,0,1
272,1,1,1,135,1,1120,1,3,3,2,2,44,0,NA,NA,NA,NA,2,M,2,5,5,0,1609,1453,2233,1453,1144,150,0,13.42700005,1,1,11,2,1,0,24,36,1,360,FSG,150,3,0,0,Y,0,0,1,22.5529995,3.200000048,1,1,0,0,1,8,441.1082764,0,1
273,1,1,1,99,1,1120,0,4,4,1,2,38,0,NA,NA,NA,NA,1,M,0,0.5,0.5,0,1367,1761,1367,1761,988,110,0,14.20300007,1,1,1,2,1,0,32,39,1,360,FSG,112,1,0,0,N,0,0,1,18.68300056,3.599999905,0,0,0,0,1,16,325.9318237,0,0
274,1,1,1,119,1,1120,0,5,5,1,2,46,8,NA,NA,NA,NA,1,M,0,1.5,1.5,0,2992,1558,2292,1558,1217,162,0,25.64100075,2,1,4,2,1,0,32,32,2,360,NA,162.5,2,0,0,Y,0,0,1,107.375,3.200000048,0,1,1,0,0,17,237.5992889,0,0
275,1,1,1,170,1,1120,0,5,5,1,2,174,8,NA,NA,NA,NA,1,M,2,0.6000000238,0.6000000238,0,14500,0,14500,0,2268,526.7999878,0,435.4500122,2,1,5,2,1,0,16,18,2,180,NA,540,2,0,0,N,0,0,1,545.4190063,5.300000191,0,0,1,1,0,18,264.3457947,0,0
